Streaking,Unnaturalness,NoiseVisual,DGM Dissimilarity to GT,WMGM Dissimilarity to GT,CALC Dissimilarity to GT,VEINS Dissimilarity to GT,mean visual,rmse,rmse_detrend,rmse_detrend_Tissue,rmse_detrend_Blood,rmse_detrend_DGM,DeviationFromLinearSlope,CalcStreak,DeviationFromCalcMoment,DeviationFromLinearSlope (Log),SSIM,XSIM,HFEN,CC,MI,MAD,GXE,SSIM_detrend,XSIM_detrend,HFEN_detrend,MAD_detrend,GXE_detrend,Offset,Submission Identifier,Number of submission in Stage 2,Sim1,Sim2,Full name of the algorithm,Preferred Acronym,Algorithm-type,Does your algorithm incorporate information derived from magnitude images?,Regularization terms,Did your algorithm use the provided frequency map or the four individual echo phase images?,Publication-ready description of the reconstruction technique,Publications that describe the algorithm,Algorithm publicly available?,"If your algorithm is not yet publicly available, would you be willing to make it available at the end of the challenge?",Specific information about this solution,"Herewith, I permit the QSM Challenge committee  to publish my uploaded files (calculated maps) after the completion of the challenge."
2.5,2.3333333,1.8333334,0.8333333,0.16666669,1,0.6666666,2.2222223,98.3286,85.50212,104.8768,144.7653,53.89996,0.2652092,0.140531,33.1669,0.29361638,0.897920387033893,0.425539969940282,79.489731,0.76018298,0.41777742,98.716988,180.95691,0.910158618138919,0.519986775260018,59.966221,64.830933,98.714523,-8.38E-18,9xFaMbtDhf,2,9xFaMbtDhf_Sim1_Step1.nii,9xFaMbtDhf_Sim2_Step1.nii,truncated k-space division (using alternative field map),TKD,Closed-form direct solution,No,None or does not apply,,"A field map was calculated from the multi-echo, complex images using non-linear field fitting [1] and Laplacian phase unwrapping [2]. Susceptibility mapping was performed using truncated k-space division with δ = 2/3 [3] and correction for susceptibility underestimation using the point-spread function [2].","This implementation of TKD including the PSF correction is planned to be disseminated soon.
[1] Liu T, Wisnieff C, Lou M, ChenW, Spincemaille P,Wang Y. Nonlinear formulation of the magnetic field to source relationship for robust quantitative susceptibility mapping. Magnetic Resonance in Medicine 2013;69(2):467–476.
[2] Schweser F, Deistung A, Sommer K, Reichenbach JR. Toward online reconstruction of quantitative susceptibility maps: Superfast dipole inversion. Magnetic Resonance in Medicine 2013;69(6):1581–1593.
[3] Shmueli K, de Zwart JA, van Gelderen P, Li TQ, Dodd SJ, Duyn JH. Magnetic susceptibility mapping of brain tissue in vivo using MRI phase data. Magnetic Resonance in Medicine 2009;62(6):1510–1522.",Previous version of TKD (without PSF correction): http://pre.weill.cornell.edu/mri/pages/qsmreview.html,Yes,I used an alternative field map calculated using non-linear fitting and Laplacian phase unwrapping.,Yes (required)
0.33333334,1.5,0.16666667,0.6666666,1,0.3333333,0.8333333,0.6666667,57.91669,67.18452,83.24077,115.7759,32.28008,0.0300881,0.07005832,23.28519,0.089283697,0.911924588788029,0.523974477910635,56.626514,0.82881635,0.43168223,59.483231,71.883606,0.927050519026774,0.568389817947114,53.250572,56.786858,69.985336,1.56E-11,afSUtizb40,0,afSUtizb40_Sim1_Step1.nii,afSUtizb40_Sim2_Step1.nii,N/A,N/A,Deep Learning,No,None or does not apply,Both,"Variational network using a residual block as influence functions instead of radial basis functions. Same as above with magnitude LSMR. Parameters - 8 iterations - 11x11x11x64 convolution kernels, stride 2 - 1 residual block with 3x3x3x64 convolution layers and relu activation","[1] Kobler E, Klatzer T, Hammernik K, Pock T. Variational networks: connecting variational methods and deep learning. InGerman conference on pattern recognition 2017 Sep 13 (pp. 281-293). Springer, Cham. [2] Hammernik K, Klatzer T, Kobler E, Recht MP, Sodickson DK, Pock T, Knoll F. Learning a variational network for reconstruction of accelerated MRI data. Magnetic resonance in medicine. 2018 Jun;79(6):3055-71. [3] Abstract 035: Proximal variational networks: generalizable deep networks for solving the dipole-inversion problem",,Yes,,Yes (required)
1.5,1.3333334,0,0.8333333,0.8333333,0.6666666,0.8333333,0.9444444,68.87743,92.3565,131.0759,140.7902,37.60079,0.1313335,0.1336631,43.18991,0.052078381,0.911839976708368,0.442504243832831,60.626846,0.72171515,0.40912402,76.650101,71.579361,0.904159282283421,0.443547552359653,60.545914,73.617065,71.403717,-1.09E-10,AhSiw67Vje,0,AhSiw67Vje_Sim1_Step1.nii,AhSiw67Vje_Sim2_Step1.nii,Refined 3D QSM reconstruction network,RQSM,Deep Learning,Yes,None or does not apply,Frequency map,Here we propose an refined residual network for quantitative susceptibility mapping. ,None,not available yet,Maybe,network parameters were trained by our human brain MRI data,Yes (required)
0.8333333,0.33333334,0.8333333,0.16666669,0,0.3333333,0.16666669,0.6666667,33.95211,35.04425,41.32705,73.26068,22.20354,0.03080982,0.03474754,13.96051,0.032220501,0.963573903158555,0.765787837274993,25.320574,0.93259144,0.49209154,38.366447,77.988129,0.963558054772095,0.77156461495917,26.398098,36.690498,72.83271,2.50E-10,aikOpF4Znc,1,aikOpF4Znc_Sim1_Step1.nii.gz,aikOpF4Znc_Sim2_Step1.nii.gz,L1 Phase Inconsistency QSM,L1-QSM,Spatial-domain iterative reconstruction,No,Total-Variation,Individual echo phase images,"Phase inconsistencies in the input data generate streaking artifacts. To reduce the influence of such inconsistencies we propose a L1 data fidelity term that models salt and pepper noise, with a variational penalty (TV) as regularizer. The optimization functional is solved using ADMM.
",Streaking artifact suppression with a L1 Phase Inconsistency term - Poster presentation at QSM Workshop 2019.,Not yet.,Maybe,"All images were zero-padded to 256x256x256.
Phases unwrapped with spatial filter (unwrapPhase - MEDI Toolbox)

Weighted mean of phases, with weights = Magn x TE

params.input = mean phase x 4ms
params.weight = dilated mask (2vx)
params.maxOuterIter = 300   
params.tol_update = 0.1
params.alpha1 = 2.82e-2
params.mu1 = 100*alpha1",Yes (required)
0.5,1.8333334,0.5,0.8333333,0.8333333,0.3333333,0.6666666,0.9444444,55.6398,63.83401,80.52989,109.6023,30.53539,0.0291011,0.07374694,28.73804,0.079339728,0.92471996910158,0.54561060322172,53.213921,0.84099352,0.43753946,57.436584,71.195648,0.93875988508185,0.5807570627601,49.730183,55.619118,70.043236,2.44E-10,AZ09AkuCl7,0,AZ09AkuCl7_Sim1_Step1.nii,AZ09AkuCl7_Sim2_Step1.nii,N/A,N/A,Deep Learning,No,None or does not apply,Both,"These submissions are computed using variational networks [1,2]. All networks were trained using an L1 loss function, with ADAMW used for optimization with step size and weight decay parameters of 3e-4 and 1e-5 respectively. 179 high-resolution 3D images were used for training and 40 images for testing [3]. Initial susceptibility maps were computed using an LSMR solver using either 1) 5 iterations early exiting when computed without magnitude 2) 1e-3 stopping tolerance and mean of magnitude as damping parameter when using magnitude. Susceptibility maps were computed for each echo as well as the frequency map. The final result was the mean of these maps.","[1] Kobler E, Klatzer T, Hammernik K, Pock T. Variational networks: connecting variational methods and deep learning. InGerman conference on pattern recognition 2017 Sep 13 (pp. 281-293). Springer, Cham. [2] Hammernik K, Klatzer T, Kobler E, Recht MP, Sodickson DK, Pock T, Knoll F. Learning a variational network for reconstruction of accelerated MRI data. Magnetic resonance in medicine. 2018 Jun;79(6):3055-71. [3] Abstract 035: Proximal variational networks: generalizable deep networks for solving the dipole-inversion problem",,Yes,Variational network using a residual block as influence functions instead of radial basis functions.,Yes (required)
0.6666667,1.5,0.6666667,1,0.6666666,0.5,0.8333333,0.9444444,70.8497,101.2747,116.9626,411.2895,68.7179,0.4417304,0.1290779,46.40521,0.032752633,0.934970560513643,0.638597759710155,56.888863,0.81666386,0.41263372,53.761677,85.528519,0.970989203153073,0.64405251165066,56.15691,53.261017,88.404526,1.05E-10,bR2Oi0ZCZi,1,bR2Oi0ZCZi_Sim1_Step1.nii,bR2Oi0ZCZi_Sim2_Step1.nii,Multi-Scale Dipole Inversion,MSDI,Spatial-domain iterative reconstruction,Yes,Total-Variation,Individual echo phase images,"Multi-Scale Dipole Inversion (MSDI) builds on the nonlinear Morphology-Enabled Dipole Inversion (nMEDI) framework, incorporating three additional features: (i) improved implementation of Laplace's equation to reduce the influence of background fields through variable harmonic filtering and subsequent deconvolution, (ii) improved error control through dynamic phase-reliability compensation across spatial scales, and (iii) scalewise use of the morphological prior. ","Julio Acosta-Cabronero, Carlos Milovic, Hendrik Mattern, Cristian Tejos, Oliver Speck and Martina F Callaghan. A robust multi-scale approach to quantitative susceptibility mapping . Neuroimage, 2018;183:7-24. doi: 10.1016/j.neuroimage.2018.07.065",https://gitlab.com/acostaj/QSMbox,Is already publicly available,"MSDI with multiecho combination pipeline.
5 svm layers: 1, 5, 10, 20 and 40mm.
Automatic L-curve evaluation.",Yes (required)
1,0.6666667,0.33333334,0.8333333,1,0.3333333,0.8333333,0.6666667,67.1047,86.99037,109.971,168.3333,35.79776,0.1928897,0.1165989,43.46395,0.084357791,0.920294145339219,0.486305923492021,58.876022,0.73220479,0.41864628,70.063728,74.217606,0.926544508287798,0.503693449497398,57.198082,69.10981,74.538643,-2.67E-10,BZA1ZHG0K7,1,BZA1ZHG0K7_Sim1_Step1.nii,BZA1ZHG0K7_Sim2_Step1.nii,Contrast Augmented Dual-frame QSMNet,CAD QSMNet,Deep Learning,No,None or does not apply,Individual echo phase images,"An architecture similar to the dual-frame U-net [1] was implemented and trained for reconstruction. Training input data was acquired from 7 healthy subjects and labeled with COSMOS as in [2]. We doubled the dataset by adding chi maps multiplied by 2, whose corresponding local field maps were generated by dipole convolution. Two simulated calcification regions were also added to the augmented map. We used L1 loss and optimized the network with Adam for 19 epochs.","[1] Lee, Dongwook, et al. ""Deep residual learning for accelerated MRI using magnitude and phase networks."" IEEE Transactions on Biomedical Engineering 65.9 (2018): 1985-1995.

[2] Yoon, Jaeyeon, et al. ""Quantitative susceptibility mapping using deep neural network: QSMnet."" NeuroImage 179 (2018): 199-206.",No,Yes,"Adam optimizer: lr=5e-3, beta1=0.9, beta2=0.999, eps=1e-8
Batch size: 12",Yes (required)
1.3333334,1.1666666,0,0.6666666,1,0.8333333,0.8333333,0.8333333,65.87536,85.49628,117.3178,137.8414,34.86248,0.09972298,0.1202099,47.85841,0.05162257,0.927777213947167,0.487436035579219,59.041641,0.75907147,0.41327101,69.659706,72.552734,0.921890675790343,0.4865335110188,58.646858,67.946495,72.035355,9.83E-11,bZiPPIuSJE,0,bZiPPIuSJE_Sim1_Step1.nii.gz,bZiPPIuSJE_Sim2_Step1.nii.gz,enhanced 3D QSM reconstruction network 2,EQSM ,Deep Learning,Yes,None or does not apply,Frequency map,"Motivated by the great success of deep learning, in this work we propose an enhanced U-Net for quantitative susceptibility mapping (QSM). Our network consists of multimodal encoder, fusion encoder and decoder. ","[1] Szegedy C, Vanhoucke V, Ioffe S, et al. Rethinking the Inception Architecture for Computer Vision, CVPR 2016. [2] Hu J , Shen L , Sun G . Squeeze-and-Excitation Networks. IEEE Transactions on Pattern Analysis and Machine Intelligence, 2017. [3] O. Ronneberger, P. Fischer, and T. Brox, U-net: Convolutional networks for biomedical image segmentation, Proc. MICCAI 2015. [4] Park T , Liu M Y , Wang T C , et al. Semantic Image Synthesis with Spatially-Adaptive Normalization, CVPR 2019. [5] Morteza M , et al. Deep Generative Adversarial Neural Networks for Compressive Sensing (GANCS) MRI. IEEE Transactions on Medical Imaging, 2018. ",,Maybe,network parameters were trained by our GRE dataset ,Yes (required)
0.33333334,1.3333334,0,0.5,1,0.5,0.6666666,0.5555556,56.81894,66.31116,84.03201,113.1807,29.3896,0.05035245,0.0529848,17.10626,0.074048027,0.916040687347464,0.541921161381792,53.581055,0.83331811,0.43294191,58.162491,70.447548,0.928937199422171,0.574187506244816,51.16143,56.228127,69.072556,2.35E-10,C5ZIL266xE,0,C5ZIL266xE_Sim1_Step1.nii,C5ZIL266xE_Sim2_Step1.nii,N/A,N/A,Deep Learning,No,None or does not apply,Both,"These submissions are computed using variational networks [1,2]. All networks were trained using an L1 loss function, with ADAMW used for optimization with step size and weight decay parameters of 3e-4 and 1e-5 respectively. 179 high-resolution 3D images were used for training and 40 images for testing [3]. Initial susceptibility maps were computed using an LSMR solver using either 1) 5 iterations early exiting when computed without magnitude 2) 1e-3 stopping tolerance and mean of magnitude as damping parameter when using magnitude. Susceptibility maps were computed for each echo as well as the frequency map. The final result was the mean of these maps.","[1] Kobler E, Klatzer T, Hammernik K, Pock T. Variational networks: connecting variational methods and deep learning. InGerman conference on pattern recognition 2017 Sep 13 (pp. 281-293). Springer, Cham. [2] Hammernik K, Klatzer T, Kobler E, Recht MP, Sodickson DK, Pock T, Knoll F. Learning a variational network for reconstruction of accelerated MRI data. Magnetic resonance in medicine. 2018 Jun;79(6):3055-71. [3] Abstract 035: Proximal variational networks: generalizable deep networks for solving the dipole-inversion problem",,Yes,"Variational network using a residual block as influence functions instead of radial basis functions. Same as above with magnitude LSMR. Parameters - 8 iterations - 11x11x11x64 convolution kernels, stride 2 - 1 residual block with 3x3x3x64 convolution layers and relu activation",Yes (required)
1.5,1.5,1.1666666,0.5,1,0.16666669,0.3333333,1.3888888,70.95818,96.85894,124.0225,151.3453,52.35786,0.08745945,0.07324733,15.71845,0.068867475,0.821090091833747,0.449338963479812,60.556396,0.71663022,0.33401757,72.091568,117.76413,0.937839037688153,0.445096567945823,61.491241,71.064117,105.1461,1.24E-17,C6YXKRRr2L,0,C6YXKRRr2L_Sim1_Step1.nii,C6YXKRRr2L_Sim2_Step1.nii,Iterative susceptibility weighted imaging and mapping (SWIM),iSWIM,Inverse filtering (TKD-like),Yes,None or does not apply,Individual echo phase images,The truncated k-space inverse filter approach (regularization threshold = 0.15) with an iterative geometric constraint (intensity threshold = 80ppb) was applied to the individual phase images to generate a susceptibility map at each TE (data from TE = 28ms was not used to avoid the strong T2*-based signal loss). These susceptibility maps were weighted based on the echo time and mean of the corresponding magnitude data. The summation of all the resultant susceptibility maps was submitted.,"Tang J, Liu S, Neelavalli J, Cheng YC, Buch S, Haacke EM. Improving susceptibility mapping using a threshold-based K-space/image domain iterative reconstruction approach. Magn Reson Med. 2013;69(5):1396-407.",,Yes,regularization threshold = 0.15; intensity threshold = 80ppb.,Yes (required)
0.16666667,1.8333334,0.16666667,0.6666666,1,0.16666669,1,0.7222222,59.44421,66.05299,80.4942,116.3408,30.05915,0.07307103,0.0593362,25.99383,0.13490081,0.898231320577417,0.489717976153868,57.538303,0.83425993,0.43043268,61.160431,73.889458,0.926302494605415,0.570192130979174,52.50948,55.672966,70.116516,2.32E-10,c9YXGTUfps,0,c9YXGTUfps_Sim1_Step1.nii,c9YXGTUfps_Sim2_Step1.nii,N/A,N/A,Deep Learning,No,None or does not apply,Both,"These submissions are computed using variational networks [1,2]. All networks were trained using an L1 loss function, with ADAMW used for optimization with step size and weight decay parameters of 3e-4 and 1e-5 respectively. 179 high-resolution 3D images were used for training and 40 images for testing [3]. Initial susceptibility maps were computed using an LSMR solver using either 1) 5 iterations early exiting when computed without magnitude 2) 1e-3 stopping tolerance and mean of magnitude as damping parameter when using magnitude. Susceptibility maps were computed for each echo as well as the frequency map. The final result was the mean of these maps.","[1] Kobler E, Klatzer T, Hammernik K, Pock T. Variational networks: connecting variational methods and deep learning. InGerman conference on pattern recognition 2017 Sep 13 (pp. 281-293). Springer, Cham. [2] Hammernik K, Klatzer T, Kobler E, Recht MP, Sodickson DK, Pock T, Knoll F. Learning a variational network for reconstruction of accelerated MRI data. Magnetic resonance in medicine. 2018 Jun;79(6):3055-71. [3] Abstract 035: Proximal variational networks: generalizable deep networks for solving the dipole-inversion problem",,Yes,"Standard variational network. Two learned regularizers one on the susceptibility map and one on the forward computed field map. Same as above with magnitude LSMR. Parameters for both regularizers - 10 iterations - 11x11x11x96 convolution kernels, stride 2 - 63 radial basis functions",Yes (required)
2.3333333,2.3333333,2,0.3333333,0,1,1,2.2222223,95.62131,106.0563,140.4119,145.3684,48.64615,0.06926116,0.2195705,28.5298,0.27866593,0.939580556995318,0.330101211347818,74.035278,0.65194786,0.36901248,112.15363,161.64059,0.920945914984497,0.396364730028852,63.391296,80.891724,97.307953,4.73E-10,cbi99GQHhl,1,cbi99GQHhl_Sim1_Step1.nii,cbi99GQHhl_Sim2_Step1.nii,DeepQSM Hamburg,DQSMHH,Deep Learning,No,implicit in network,Frequency map,The DeepQSM methodology was reimplemented as initially described by described by Rasmussen et al (https://www.biorxiv.org/content/10.1101/278036v1). An artificial neural network with U-Net architecture was trained to solve the dipole-inversion problem using 75000 pairs of randomly generated susceptibility distributions (48^3 voxels) and corresponding local fields. The network was trained for 20000 steps with batchsize 8.,https://www.biorxiv.org/content/10.1101/278036v1,Yes,Is already publicly available,None,Yes (required)
0.5,1.5,0.16666667,1,1,0.16666669,0.8333333,0.7222222,57.79957,64.19377,79.54108,111.325,29.08199,0.03204975,0.06912924,26.7259,0.12191626,0.90160720981592,0.507340889251696,55.685486,0.84162664,0.42773658,58.937912,73.550987,0.937336047863214,0.576566300513641,50.972008,54.363037,70.693314,-2.97E-10,cgkpZv3RQ0,0,cgkpZv3RQ0_Sim1_Step1.nii,cgkpZv3RQ0_Sim2_Step1.nii,N/A,N/A,Deep Learning,No,None or does not apply,Both,"These submissions are computed using variational networks [1,2]. All networks were trained using an L1 loss function, with ADAMW used for optimization with step size and weight decay parameters of 3e-4 and 1e-5 respectively. 179 high-resolution 3D images were used for training and 40 images for testing [3]. Initial susceptibility maps were computed using an LSMR solver using either 1) 5 iterations early exiting when computed without magnitude 2) 1e-3 stopping tolerance and mean of magnitude as damping parameter when using magnitude. Susceptibility maps were computed for each echo as well as the frequency map. The final result was the mean of these maps.","[1] Kobler E, Klatzer T, Hammernik K, Pock T. Variational networks: connecting variational methods and deep learning. InGerman conference on pattern recognition 2017 Sep 13 (pp. 281-293). Springer, Cham. [2] Hammernik K, Klatzer T, Kobler E, Recht MP, Sodickson DK, Pock T, Knoll F. Learning a variational network for reconstruction of accelerated MRI data. Magnetic resonance in medicine. 2018 Jun;79(6):3055-71. [3] Abstract 035: Proximal variational networks: generalizable deep networks for solving the dipole-inversion problem",,Yes,Standard variational network. Two learned regularizers one on the susceptibility map and one on the forward computed field map.,Yes (required)
1.5,1.3333334,0,0.6666666,1,0.8333333,0.6666666,0.9444444,65.49573,84.37798,114.6039,137.6191,34.65653,0.1102155,0.1297493,47.6124,0.051816095,0.928539346060362,0.495972072841351,58.691589,0.76352012,0.41298026,69.108475,72.646767,0.922641871189526,0.494867332331304,58.337139,67.288116,71.950157,-1.60E-11,CnXJHoQcOi,0,CnXJHoQcOi_Sim1_Step1.nii.gz,CnXJHoQcOi_Sim2_Step1.nii.gz,enhanced 3D QSM reconstruction network 1,EQSM,Deep Learning,Yes,None or does not apply,Frequency map,"Motivated by the great success of deep learning, in this work we propose an enhanced U-Net for quantitative susceptibility mapping (QSM). Our network consists of multimodal encoder, fusion encoder and decoder. ","[1] Szegedy C, Vanhoucke V, Ioffe S, et al. Rethinking the Inception Architecture for Computer Vision, CVPR 2016.
[2] Hu J , Shen L , Sun G . Squeeze-and-Excitation Networks. IEEE Transactions on Pattern Analysis and Machine Intelligence, 2017.
[3] O. Ronneberger, P. Fischer, and T. Brox, U-net: Convolutional networks for biomedical image segmentation, Proc. MICCAI 2015.
[4] Park T , Liu M Y , Wang T C , et al. Semantic Image Synthesis with Spatially-Adaptive Normalization, CVPR 2019.
[5] Morteza M , et al. Deep Generative Adversarial Neural Networks for Compressive Sensing (GANCS) MRI. IEEE Transactions on Medical Imaging, 2018.",,Maybe,network parameters were trained by  our GRE dataset,Yes (required)
0.33333334,0,0.5,0.16666669,0,0.16666669,0,0.2777778,40.33426,42.30202,50.77386,83.00867,23.7961,0.01303276,0.02822057,11.04115,0.044000223,0.959212296193728,0.763564788892113,29.357342,0.9194504,0.49316591,40.052456,87.743294,0.958910217400261,0.768957128820049,30.522091,39.373398,79.627243,1.05E-14,CWfiMHI1ij,0,CWfiMHI1ij_Sim1_Step1.nii,CWfiMHI1ij_Sim2_Step1.nii,WCMJHC1,WCMJHC1,Spatial-domain iterative reconstruction,Yes,L1,Individual echo phase images,I modified from the Preconditioned total field inversion (TFI) method. ,Preconditioned total field inversion (TFI) method for quantitative susceptibility mapping ( https://doi.org/10.1002/mrm.26331),,Maybe,"I use different preconditioning matrix, P.",Yes (required)
0,0.33333334,0.33333334,0.5,0.5,0.16666669,0.3333333,0.22222222,41.74431,45.55337,55.76748,85.98117,31.87639,0.0228405,0.03384567,11.1937,0.023941161,0.927521564700435,0.731122779212751,39.721626,0.90786338,0.49036252,42.071056,77.646576,0.925963695100209,0.731274464174875,40.039474,41.810493,74.401199,-9.29E-11,CydoTpusUg,0,CydoTpusUg_Sim1_Step1.nii,CydoTpusUg_Sim2_Step1.nii,Fidelity Imposed Network Edit ,FINE,Deep Learning,Yes,Implicit deep network prior,Individual echo phase images,Edit pre-trained network's weights by minimizing data fidelity loss function,It's curretly under review,,Yes,,Yes (required)
0.5,0.33333334,1,0,0,0.16666669,0.16666669,0.6111111,52.90215,55.29403,68.4256,92.99834,29.27214,0.0331504,0.04119116,21.43757,0.092549145,0.941432512336997,0.642803211813296,34.549129,0.87392569,0.4537231,55.891533,102.99181,0.940622120514769,0.666777365219985,37.479919,49.540092,85.173576,-2.04E-10,DavRub7513,1,DavRub7513_Sim1_Step1.nii,DavRub7513_Sim2_Step1.nii,Preconditioned MEDI,PrecoMEDI,Spatial-domain iterative reconstruction,Yes,L1,,3D MGRE data were preprocessed to obtain images suitable for QSM reconstruction. Local phase evolution was esti mated from 3D ME-GRE data by a linear fitting of the phase images obtained at the 4 different TEs. A 3D Laplacian operator was then used to perform preconditioning. QSM images were then reconstructed using MEDI-L1.,"Santin, M. D., Didier, M., Valabrègue, R., Yahia Cherif, L., García‐Lorenzo, D., Loureiro de Sousa, P., Bardinet, E., and Lehéricy, S. ( 2017) Reproducibility of R2* and quantitative susceptibility mapping (QSM) reconstruction methods in the basal ganglia of healthy subjects. NMR Biomed., 30: e3491. doi: 10.1002/nbm.3491.",,Maybe,Lambda = 2000,Yes (required)
0.8333333,0.5,0.16666667,0.16666669,0,0.5,0.3333333,0.5,40.22284,43.94274,55.72181,61.06467,23.95769,0.02023482,0.01890252,8.775204,0.012256933,0.969972290115025,0.733044345111281,29.411127,0.90649641,0.43723354,45.15316,66.91861,0.969026141619493,0.732160709731817,29.688515,45.059853,66.007416,4.35E-10,EODh2MXvXX,1,EODh2MXvXX_Sim1_Step1.nii.gz,EODh2MXvXX_Sim2_Step1.nii.gz,Weak Harmonics Nonlinear QSM,WH-nlQSM,Spatial-domain iterative reconstruction,Yes,"Total-Variation, L2 norm of Laplacian of harmonic phase",Individual echo phase images,"Background remnants and phase errors near the bounday corrupt QSM reconstructions. By adding an harmonic phase term in the data fidelity term, and a new regularizer by a weak-harmonic penalty we solve an extended functional that decouples these contributions from local magnetization sources. This algorithm also uses a nonlinear data fidelity term to model noise in the complex image domain.","Carlos Milovic, Berkin Bilgic, Bo Zhao, Christian Langkammer, Cristian Tejos and Julio Acosta-Cabronero. Weak-harmonic regularization for quantitative susceptibility mapping (WH-QSM); Magn Reson Med, 2018;00:1–13. doi: 10.1002/mrm.27483",https://gitlab.com/cmilovic/FANSI-toolbox,Is already publicly available,"All images were zero-padded to 256x256x256.
Phases unwrapped with spatial filter (unwrapPhase - MEDI Toolbox)

Weighted mean of phases, with weights = Magn x TE
Calcification (rejection) mask created by thresholding the mean phase data:  calcification_mask = abs(phase) < 0.5
params.input = mean phase x 12ms
params.weight = dilated mask (2vx) x calcification_mask x magn first echo ([0,1] range)
params.maxOuterIter = 2500   
params.tol_update = 0.01
params.alpha1 = 9.75e-4
params.mu1 = 100*alpha1
parmas.beta = 500
params.muh = 10
Nonlinear solver (FANSI Toolbox).",Yes (required)
1.8333334,2.1666667,1.6666666,1,0.3333333,1,0.8333333,1.8888888,82.33357,89.26984,106.7252,141.7917,48.79131,0.07114605,0.1254941,26.80893,0.21681799,0.88161660803595,0.443760423875443,72.417831,0.74475485,0.41946459,87.09964,125.38268,0.912290373409338,0.507966275722624,61.632942,67.816101,86.560585,-9.50E-17,Fd14aCAFot,1,Fd14aCAFot_Sim1_Step1.nii,Fd14aCAFot_Sim2_Step1.nii,iterative Tikhonov (using provided field map),iterTik,Spatial-domain iterative reconstruction,Yes,L2,,"Susceptibility mapping was calculated from the provided field map using iterative fitting in image space with Tikhonov regularisation (α = 0.05) [1,2] and inverse noise weighting (the noise map was obtained as an output of the non-linear fitting function [3,4]). Finally, the susceptibility map was scaled using the point-spread function of the Tikhonov kernel similarly to [5].","This implementation of the iterative Tikhonov algorithm will be published and disseminated soon.
[1] Kressler B, de Rochefort L, Liu T, Spincemaille P, Jiang Q,Wang Y. Nonlinear regularization for per voxel estimation of magnetic susceptibility distributions from MRI field maps. IEEE Transactions on Medical Imaging 2010;29(2):273.
[2] Wang Y, Liu T. Quantitative susceptibility mapping (QSM): decoding MRI data for a tissue magnetic biomarker. Magnetic Resonance in Medicine 2015;73(1):82–101.
[3] Liu T, Wisnieff C, Lou M, ChenW, Spincemaille P,Wang Y. Nonlinear formulation of the magnetic field to source relationship for robust quantitative susceptibility mapping. Magnetic Resonance in Medicine 2013;69(2):467–476.
[4] Cornell MRL, MEDI toolbox: http://weill.cornell.edu/mri/pages/qsm.html;. \url{http://weill.cornell.edu/mri/pages/qsm.html}.
[5] Schweser F, Deistung A, Sommer K, Reichenbach JR. Toward online reconstruction of quantitative susceptibility maps: Superfast dipole inversion. Magnetic Resonance in Medicine 2013;69(6):1581–1593.
",,Yes,,Yes (required)
1.1666666,1.6666666,0.16666667,0.3333333,0.16666669,0.5,0.5,1,60.40968,72.53863,96.88301,112.4947,33.90277,0.09271556,0.05490484,14.42213,0.071716383,0.965628556883723,0.521356928894536,41.474716,0.76386106,0.37307215,75.285324,83.274452,0.962405742091311,0.532066894181145,40.897705,71.101776,74.951843,1.07E-10,FTAaNyeZiW,1,FTAaNyeZiW_Sim1_Step1.nii,FTAaNyeZiW_Sim2_Step1.nii,DeepQSM,MBLDeepQSM,Deep Learning,No,None or does not apply,Individual echo phase images,Identical to OGggRA8FeM.,Identical to OGggRA8FeM.,,Maybe,Identical to OGggRA8FeM but trained with Rician phase noise.,Yes (required)
2.6666667,3,1,1,0.8333333,1,0.8333333,2.2222223,123.7475,91.93059,117.8856,139.208,51.43945,0.9079018,0.1602343,37.63098,0.37984353,0.904451060508057,0.347202735936385,140.62323,0.73374999,0.39621097,122.01204,158.38638,0.91895606156126,0.484413975367387,61.228737,70.095535,80.409485,6.44E-11,fubYYthC47,0,fubYYthC47_Sim1_Step1.nii,fubYYthC47_Sim2_Step1.nii,QSMGAN,QSMGAN,Deep Learning,No,None or does not apply,Frequency map,QSMGAN: a 3D deep convolutional neural network approach based on improved U-Net with increased phase receptive field and further refined the network using the WGAN-GP training strategy. ,https://arxiv.org/abs/1905.03356,,Maybe,,Yes (required)
